epoch,loudness_zwtv,sharpness_din_tv,roughness_dw,tnr_ecma_perseg,sii_ansi,total,val_loudness_zwtv,val_sharpness_din_tv,val_roughness_dw,val_tnr_ecma_perseg,val_sii_ansi,val_total
1,88.71067810058594,0.25802934169769287,0.21017466485500336,49.64982986450195,0.02799743041396141,44.013729095458984,60.793128967285156,0.2362338900566101,0.1944560408592224,54.05106735229492,0.025078248232603073,30.23012351989746
2,66.38544464111328,0.23630419373512268,0.18559469282627106,48.53036880493164,0.024197641760110855,32.98075866699219,60.161746978759766,0.2309524267911911,0.18185612559318542,53.57655715942383,0.024910131469368935,29.914676666259766
3,64.2314224243164,0.23159770667552948,0.18059490621089935,48.002193450927734,0.02265503816306591,31.914043426513672,58.295833587646484,0.22983424365520477,0.17988356947898865,52.418766021728516,0.02326331101357937,28.990995407104492
4,60.492523193359375,0.22684574127197266,0.17441360652446747,47.12153625488281,0.021898549050092697,30.064435958862305,57.47991180419922,0.22812384366989136,0.17446909844875336,51.27158737182617,0.022964853793382645,28.585205078125
5,58.160160064697266,0.2222878336906433,0.1679239273071289,46.71877670288086,0.021733174100518227,28.910072326660156,55.340492248535156,0.2164681851863861,0.17075249552726746,50.696754455566406,0.023504922166466713,27.522035598754883
6,57.658843994140625,0.217277392745018,0.1689038723707199,46.08230209350586,0.022502588108181953,28.658918380737305,52.85264587402344,0.2144339233636856,0.16825643181800842,51.15157699584961,0.024521371349692345,26.293874740600586
7,54.82292938232422,0.21271120011806488,0.1694110929965973,45.73450469970703,0.02320389822125435,27.256229400634766,52.52491760253906,0.21005825698375702,0.16718699038028717,50.57250213623047,0.024857619777321815,26.129091262817383
8,54.3604621887207,0.2097872644662857,0.16869059205055237,45.287776947021484,0.023717345669865608,27.025611877441406,51.68608474731445,0.20541292428970337,0.1719718724489212,49.34695053100586,0.024185853078961372,25.71019172668457
9,53.00513458251953,0.20749354362487793,0.16831913590431213,44.968666076660156,0.02409963123500347,26.354854583740234,49.843448638916016,0.20459234714508057,0.16984306275844574,49.43973922729492,0.024860626086592674,24.800466537475586
10,52.30241775512695,0.20475655794143677,0.1689743548631668,44.59269332885742,0.024363229051232338,26.005935668945312,49.84148406982422,0.20032575726509094,0.17401234805583954,48.82959747314453,0.025601256638765335,24.79623031616211
11,51.76245880126953,0.20311377942562103,0.16929368674755096,44.356040954589844,0.023255422711372375,25.73809814453125,49.54948806762695,0.2007134109735489,0.16864578425884247,48.764095306396484,0.024288056418299675,24.652080535888672
12,50.741458892822266,0.20327159762382507,0.16878587007522583,44.22874069213867,0.02387884631752968,25.234004974365234,47.8273811340332,0.1971472203731537,0.17020004987716675,48.04876708984375,0.024166712537407875,23.798980712890625
13,50.09553909301758,0.201132133603096,0.16812525689601898,43.932647705078125,0.02447184920310974,24.913564682006836,47.95298385620117,0.1940038651227951,0.17272107303142548,47.89531707763672,0.02526366338133812,23.859172821044922
14,49.55241394042969,0.1990051120519638,0.16781073808670044,43.7272834777832,0.02544231526553631,24.644039154052734,47.13311767578125,0.1953963339328766,0.1672384887933731,48.11668014526367,0.026167992502450943,23.455507278442383
15,49.31289291381836,0.19926950335502625,0.16785787045955658,43.616432189941406,0.025737380608916283,24.525606155395508,46.439815521240234,0.19553910195827484,0.1675233095884323,47.85389709472656,0.026471562683582306,23.11290168762207
16,48.625064849853516,0.19700397551059723,0.16769829392433167,43.2726936340332,0.02538156695663929,24.184396743774414,48.626190185546875,0.20295144617557526,0.16621066629886627,47.7111701965332,0.025544200092554092,24.195480346679688
17,47.89542770385742,0.19551928341388702,0.16771793365478516,43.140228271484375,0.02539733052253723,23.823244094848633,45.69813919067383,0.1932840198278427,0.16803638637065887,46.957740783691406,0.024165501818060875,22.7440242767334
18,47.05126953125,0.19595545530319214,0.1670389026403427,43.04254150390625,0.02424948289990425,23.406530380249023,44.98435592651367,0.1884288638830185,0.170554056763649,46.81251907348633,0.026516973972320557,22.38901710510254
19,46.60243225097656,0.19288522005081177,0.16756445169448853,42.873382568359375,0.024847472086548805,23.183185577392578,44.90170669555664,0.19394466280937195,0.16661123931407928,46.94706726074219,0.024629982188344002,22.35112190246582
20,45.99152374267578,0.19284456968307495,0.16695478558540344,42.74496078491211,0.02542218379676342,22.881378173828125,43.71240234375,0.18561135232448578,0.16902567446231842,46.57708740234375,0.02838938497006893,21.759296417236328
21,45.05870819091797,0.19176198542118073,0.16672033071517944,42.68555450439453,0.025034582242369652,22.420297622680664,46.07080078125,0.19219674170017242,0.16679124534130096,46.15611267089844,0.024204976856708527,22.925830841064453
22,45.001190185546875,0.19090381264686584,0.1653514951467514,42.58544921875,0.02436329796910286,22.391250610351562,43.151920318603516,0.18959487974643707,0.1642003059387207,46.50008773803711,0.02638974040746689,21.484485626220703
23,44.2498893737793,0.18989823758602142,0.1652929186820984,42.27388000488281,0.023818055167794228,22.019329071044922,42.014984130859375,0.18281881511211395,0.16676928102970123,46.17038345336914,0.02316983975470066,20.91926383972168
24,44.364505767822266,0.18852539360523224,0.16572606563568115,42.24937057495117,0.023915139958262444,22.07516860961914,42.19334411621094,0.18283700942993164,0.16891823709011078,46.18808364868164,0.024709532037377357,21.007349014282227
25,43.182960510253906,0.18705005943775177,0.16696478426456451,42.04182052612305,0.023399557918310165,21.49085807800293,46.884132385253906,0.20308232307434082,0.16816489398479462,45.74796676635742,0.033369287848472595,23.331987380981445
26,43.11965560913086,0.18805640935897827,0.16595160961151123,42.02742385864258,0.02382669411599636,21.459999084472656,41.55194854736328,0.18647918105125427,0.16806268692016602,46.21769714355469,0.02436920627951622,20.692617416381836
27,42.382930755615234,0.18578433990478516,0.16590046882629395,41.958011627197266,0.022987453266978264,21.095155715942383,41.18178176879883,0.179467111825943,0.16828110814094543,45.22932434082031,0.02572430856525898,20.504568099975586
28,42.3107795715332,0.1863066405057907,0.1651846468448639,41.876731872558594,0.023534102365374565,21.059654235839844,40.79618453979492,0.18029405176639557,0.16463980078697205,45.54034423828125,0.02371853217482567,20.31517219543457
29,41.72766876220703,0.184431254863739,0.16432516276836395,41.89406204223633,0.0227205753326416,20.77090835571289,41.94990539550781,0.19505545496940613,0.1667529195547104,45.46845245361328,0.022143090143799782,20.89182472229004
30,41.02543258666992,0.18328215181827545,0.16453494131565094,41.623931884765625,0.023155804723501205,20.42314338684082,40.13423156738281,0.17798183858394623,0.16630366444587708,45.14512252807617,0.02395080402493477,19.986557006835938
31,40.423126220703125,0.1824110448360443,0.16521836817264557,41.69569778442383,0.022617526352405548,20.12566566467285,39.46889114379883,0.1808481216430664,0.1628793179988861,45.613807678222656,0.02341906726360321,19.660572052001953
32,40.36741638183594,0.1818380057811737,0.16428261995315552,41.514503479003906,0.02133261226117611,20.09744644165039,39.26194763183594,0.17547740042209625,0.16412878036499023,44.44734191894531,0.021703070029616356,19.553403854370117
33,39.83918380737305,0.18030588328838348,0.1651977151632309,41.22553253173828,0.020739762112498283,19.8354434967041,38.9315071105957,0.17681390047073364,0.16430023312568665,44.71182632446289,0.022952575236558914,19.391510009765625
34,39.14752960205078,0.18048830330371857,0.16404768824577332,41.452457427978516,0.02178693562746048,19.494489669799805,38.54209518432617,0.1724974513053894,0.16761668026447296,45.41781234741211,0.022815527394413948,19.19858169555664
35,38.91353988647461,0.17921598255634308,0.164704829454422,41.205596923828125,0.021317914128303528,19.3779354095459,38.24049377441406,0.17615461349487305,0.16868503391742706,44.990543365478516,0.022598925977945328,19.050643920898438
36,38.5447883605957,0.1779819279909134,0.16487601399421692,41.204734802246094,0.021156851202249527,19.19527244567871,37.21601486206055,0.17587541043758392,0.16591082513332367,43.96286392211914,0.02236860804259777,18.542823791503906
37,38.193294525146484,0.17723877727985382,0.1648215353488922,41.04478454589844,0.02168809436261654,19.02109718322754,37.1833610534668,0.17299219965934753,0.16517876088619232,45.18777847290039,0.021914182230830193,18.527629852294922
38,38.079498291015625,0.17760422825813293,0.1636209487915039,41.06036376953125,0.020847823470830917,18.96512222290039,36.7596435546875,0.16953574120998383,0.1653546690940857,44.7745475769043,0.02148056961596012,18.31596565246582
39,37.17935562133789,0.17687945067882538,0.16405083239078522,41.171714782714844,0.020829137414693832,18.520727157592773,37.50518035888672,0.1745276153087616,0.16397134959697723,44.877281188964844,0.020626729354262352,18.686626434326172
40,37.381195068359375,0.17557647824287415,0.16460825502872467,40.81868362426758,0.01987069472670555,18.61895179748535,37.187416076660156,0.1662943959236145,0.1648872047662735,43.7512321472168,0.020132137462496758,18.523550033569336
41,36.52932357788086,0.17482268810272217,0.1627020388841629,40.912410736083984,0.019994715228676796,18.198259353637695,38.17498779296875,0.1688312590122223,0.16693748533725739,43.298221588134766,0.020733188837766647,19.01142692565918
42,36.55085372924805,0.17307478189468384,0.16362762451171875,40.5303840637207,0.021182846277952194,18.20741844177246,39.26755142211914,0.1735900491476059,0.16743943095207214,43.5313720703125,0.022675974294543266,19.553504943847656
43,35.904937744140625,0.17290741205215454,0.16370996832847595,40.47952651977539,0.021725622937083244,17.888364791870117,35.62002182006836,0.166976660490036,0.16685819625854492,43.88258361816406,0.023372041061520576,17.750492095947266
44,35.455692291259766,0.1724165380001068,0.16398295760154724,40.49399185180664,0.021006563678383827,17.66637420654297,34.810794830322266,0.1696697324514389,0.16488265991210938,44.053829193115234,0.020260805264115334,17.352689743041992
45,35.3391227722168,0.1723870486021042,0.16360530257225037,40.54631805419922,0.02051430568099022,17.608898162841797,34.426902770996094,0.16822367906570435,0.1628044992685318,44.1060791015625,0.021261049434542656,17.162595748901367
46,34.95444107055664,0.17035165429115295,0.1634196937084198,40.306453704833984,0.021195443347096443,17.41754722595215,34.717342376708984,0.1684410721063614,0.16319791972637177,43.537662506103516,0.02201833575963974,17.304941177368164
47,34.319007873535156,0.17037639021873474,0.16327932476997375,40.325050354003906,0.021117227151989937,17.10404396057129,33.72154998779297,0.16321080923080444,0.16341136395931244,43.769107818603516,0.020858624950051308,16.81126594543457
48,34.208465576171875,0.16896356642246246,0.16325238347053528,40.25025177001953,0.021106986328959465,17.048580169677734,33.538307189941406,0.16336840391159058,0.16422581672668457,43.998558044433594,0.021802842617034912,16.721355438232422
49,33.941734313964844,0.16823504865169525,0.1629040539264679,40.02875900268555,0.022293146699666977,16.916122436523438,33.23878860473633,0.16551096737384796,0.1624758243560791,43.271541595458984,0.024207115173339844,16.57316780090332
50,33.76036834716797,0.1681196093559265,0.16324369609355927,40.35422897338867,0.02337738126516342,16.82721710205078,34.96684265136719,0.1708899587392807,0.16649197041988373,43.176578521728516,0.022547362372279167,17.42864990234375
51,33.505069732666016,0.1666799783706665,0.1638113260269165,40.03672409057617,0.023247143253684044,16.699838638305664,32.76488494873047,0.1652950495481491,0.16218534111976624,42.44009780883789,0.02356332540512085,16.337623596191406
52,33.35563278198242,0.16599808633327484,0.1631350964307785,39.968406677246094,0.022453755140304565,16.625593185424805,33.56155014038086,0.16405659914016724,0.1631651520729065,43.66910171508789,0.023026155307888985,16.732528686523438
53,32.97496795654297,0.16501352190971375,0.16305376589298248,39.70195007324219,0.021460985764861107,16.436731338500977,32.70798110961914,0.15900495648384094,0.1635509431362152,42.85115051269531,0.021513696759939194,16.307153701782227
54,32.79484558105469,0.16451072692871094,0.1629665493965149,39.85206604003906,0.021524416282773018,16.347824096679688,31.983705520629883,0.1588333398103714,0.16564668715000153,42.3826789855957,0.02213025465607643,15.948737144470215
55,32.55229949951172,0.16460494697093964,0.16311782598495483,39.902671813964844,0.020864438265562057,16.228229522705078,34.3128662109375,0.16390296816825867,0.16464413702487946,43.13278579711914,0.02106284350156784,17.102298736572266
56,32.08966064453125,0.16365808248519897,0.16345249116420746,39.82112503051758,0.02165931835770607,15.999246597290039,31.708669662475586,0.15844663977622986,0.1641918420791626,43.12902069091797,0.02173144929111004,15.814132690429688
